id,sentiment
2331,neutral
2332,neutral
2333,happiness
2334,surprise
2335,fun
2336,happiness
2337,surprise
2338,worry
2339,happiness
2340,love
2341,worry
2342,worry
2343,happiness
2344,worry
2345,happiness
2346,enthusiasm
2347,love
2348,love
2349,relief
2350,worry
2351,neutral
2352,enthusiasm
2353,fun
2354,neutral
2355,happiness
2356,love
2357,fun
2358,love
2359,sadness
2360,love
2361,neutral
2362,love
2363,surprise
2364,happiness
2365,neutral
2366,love
2367,happiness
2368,love
2369,surprise
2370,love
2371,love
2372,neutral
2373,neutral
2374,love
2375,neutral
2376,happiness
2377,worry
2378,worry
2379,worry
2380,neutral
2381,happiness
2382,worry
2383,neutral
2384,happiness
2385,love
2386,happiness
2387,neutral
2388,neutral
2389,happiness
2390,hate
2391,neutral
2392,neutral
2393,happiness
2394,sadness
2395,happiness
2396,worry
2397,worry
2398,neutral
2399,love
2400,neutral
2401,love
2402,love
2403,neutral
2404,neutral
2405,sadness
2406,worry
2407,neutral
2408,neutral
2409,fun
2410,happiness
2411,love
2412,love
2413,surprise
2414,love
2415,happiness
2416,sadness
2417,happiness
2418,happiness
2419,neutral
2420,neutral
2421,worry
2422,neutral
2423,neutral
2424,love
2425,happiness
2426,neutral
2427,neutral
2428,love
2429,happiness
2430,happiness
2431,surprise
2432,neutral
2433,happiness
2434,surprise
2435,worry
2436,happiness
2437,neutral
2438,worry
2439,love
2440,worry
2441,neutral
2442,fun
2443,happiness
2444,love
2445,neutral
2446,happiness
2447,neutral
2448,worry
2449,happiness
2450,love
2451,love
2452,hate
2453,worry
2454,love
2455,love
2456,neutral
2457,neutral
2458,happiness
2459,neutral
2460,neutral
2461,happiness
2462,neutral
2463,hate
2464,neutral
2465,love
2466,neutral
2467,love
2468,relief
2469,hate
2470,neutral
2471,neutral
2472,worry
2473,fun
2474,happiness
2475,worry
2476,happiness
2477,love
2478,neutral
2479,happiness
2480,happiness
2481,neutral
2482,love
2483,happiness
2484,happiness
2485,happiness
2486,love
2487,neutral
2488,neutral
2489,happiness
2490,sadness
2491,happiness
2492,love
2493,worry
2494,love
2495,neutral
2496,worry
2497,worry
2498,happiness
2499,happiness
2500,worry
2501,worry
2502,happiness
2503,happiness
2504,worry
2505,love
2506,worry
2507,neutral
2508,neutral
2509,happiness
2510,love
2511,neutral
2512,sadness
2513,fun
2514,love
2515,neutral
2516,love
2517,neutral
2518,happiness
2519,neutral
2520,love
2521,happiness
2522,love
2523,sadness
2524,neutral
2525,happiness
2526,fun
2527,happiness
2528,worry
2529,love
2530,fun
2531,neutral
2532,love
2533,worry
2534,happiness
2535,neutral
2536,neutral
2537,neutral
2538,neutral
2539,love
2540,worry
2541,neutral
2542,love
2543,hate
2544,enthusiasm
2545,love
2546,neutral
2547,sadness
2548,neutral
2549,neutral
2550,happiness
2551,surprise
2552,relief
2553,worry
2554,love
2555,happiness
2556,happiness
2557,fun
2558,neutral
2559,worry
2560,worry
2561,neutral
2562,happiness
2563,worry
2564,love
2565,surprise
2566,worry
2567,neutral
2568,neutral
2569,love
2570,happiness
2571,fun
2572,happiness
2573,worry
2574,worry
2575,neutral
2576,neutral
2577,neutral
2578,love
2579,neutral
2580,love
2581,fun
2582,neutral
2583,neutral
2584,love
2585,sadness
2586,hate
2587,surprise
2588,enthusiasm
2589,neutral
2590,love
2591,worry
2592,fun
2593,neutral
2594,happiness
2595,love
2596,surprise
2597,love
2598,happiness
2599,love
2600,worry
2601,neutral
2602,happiness
2603,worry
2604,neutral
2605,love
2606,happiness
2607,happiness
2608,happiness
2609,love
2610,love
2611,surprise
2612,fun
2613,neutral
2614,happiness
2615,happiness
2616,worry
2617,neutral
2618,love
2619,worry
2620,neutral
2621,worry
2622,neutral
2623,love
2624,neutral
2625,surprise
2626,worry
2627,love
2628,worry
2629,neutral
2630,worry
2631,love
2632,love
2633,relief
2634,happiness
2635,neutral
2636,neutral
2637,worry
2638,worry
2639,worry
2640,surprise
2641,neutral
2642,relief
2643,love
2644,neutral
2645,love
2646,fun
2647,worry
2648,happiness
2649,happiness
2650,happiness
2651,neutral
2652,neutral
2653,neutral
2654,happiness
2655,happiness
2656,worry
2657,neutral
2658,neutral
2659,relief
2660,happiness
2661,happiness
2662,happiness
2663,worry
2664,neutral
2665,worry
2666,relief
2667,neutral
2668,love
2669,neutral
2670,worry
2671,neutral
2672,worry
2673,enthusiasm
2674,love
2675,happiness
2676,fun
2677,love
2678,neutral
2679,love
2680,love
2681,happiness
2682,neutral
2683,happiness
2684,worry
2685,relief
2686,neutral
2687,happiness
2688,happiness
2689,love
2690,happiness
2691,neutral
2692,neutral
2693,surprise
2694,neutral
2695,sadness
2696,love
2697,love
2698,love
2699,worry
2700,neutral
2701,happiness
2702,neutral
2703,neutral
2704,neutral
2705,happiness
2706,fun
2707,worry
2708,worry
2709,worry
2710,sadness
2711,happiness
2712,neutral
2713,love
2714,neutral
2715,fun
2716,sadness
2717,neutral
2718,love
2719,love
2720,neutral
2721,neutral
2722,love
2723,worry
2724,neutral
2725,happiness
2726,love
2727,surprise
2728,love
2729,happiness
2730,neutral
2731,worry
2732,fun
2733,love
2734,love
2735,neutral
2736,happiness
2737,love
2738,happiness
2739,love
2740,happiness
2741,happiness
2742,enthusiasm
2743,worry
2744,worry
2745,neutral
2746,love
2747,love
2748,love
2749,happiness
2750,happiness
2751,neutral
2752,worry
2753,worry
2754,worry
2755,love
2756,happiness
2757,worry
2758,neutral
2759,neutral
2760,neutral
2761,happiness
2762,neutral
2763,worry
2764,neutral
2765,neutral
2766,surprise
2767,happiness
2768,neutral
2769,love
2770,neutral
2771,worry
2772,worry
2773,worry
2774,love
2775,happiness
2776,neutral
2777,love
2778,neutral
2779,neutral
2780,neutral
2781,neutral
2782,worry
2783,neutral
2784,neutral
2785,worry
2786,neutral
2787,love
2788,love
2789,happiness
2790,love
2791,love
2792,fun
2793,neutral
2794,love
2795,love
2796,happiness
2797,surprise
2798,happiness
2799,neutral
2800,love
2801,fun
2802,neutral
2803,love
2804,love
2805,love
2806,worry
2807,happiness
2808,happiness
2809,love
2810,happiness
2811,surprise
2812,love
2813,surprise
2814,neutral
2815,worry
2816,happiness
2817,surprise
2818,neutral
2819,love
2820,love
2821,worry
2822,happiness
2823,love
2824,worry
2825,love
2826,neutral
2827,worry
2828,neutral
2829,love
2830,happiness
2831,love
2832,hate
2833,happiness
2834,worry
2835,love
2836,surprise
2837,worry
2838,worry
2839,neutral
2840,worry
2841,happiness
2842,worry
2843,worry
2844,love
2845,happiness
2846,neutral
2847,neutral
2848,surprise
2849,love
2850,neutral
2851,love
2852,happiness
2853,neutral
2854,neutral
2855,worry
2856,love
2857,neutral
2858,neutral
2859,love
2860,happiness
2861,love
2862,fun
2863,love
2864,fun
2865,neutral
2866,worry
2867,worry
2868,happiness
2869,neutral
2870,love
2871,relief
2872,surprise
2873,happiness
2874,worry
2875,relief
2876,happiness
2877,sadness
2878,sadness
2879,hate
2880,neutral
2881,neutral
2882,worry
2883,neutral
2884,relief
2885,neutral
2886,worry
2887,love
2888,relief
2889,love
2890,worry
2891,love
2892,neutral
2893,love
2894,love
2895,worry
2896,neutral
2897,happiness
2898,love
2899,worry
2900,happiness
2901,neutral
2902,love
2903,worry
2904,love
2905,neutral
2906,neutral
2907,relief
2908,neutral
2909,love
2910,happiness
2911,neutral
2912,surprise
2913,love
2914,neutral
2915,worry
2916,neutral
2917,worry
2918,neutral
2919,love
2920,worry
2921,neutral
2922,happiness
2923,worry
2924,happiness
2925,love
2926,fun
2927,relief
2928,neutral
2929,love
2930,neutral
2931,neutral
2932,neutral
2933,love
2934,surprise
2935,love
2936,happiness
2937,worry
2938,worry
2939,happiness
2940,neutral
2941,worry
2942,happiness
2943,neutral
2944,neutral
2945,neutral
2946,empty
2947,love
2948,fun
2949,love
2950,love
2951,neutral
2952,happiness
2953,happiness
2954,neutral
2955,neutral
2956,happiness
2957,happiness
2958,sadness
2959,happiness
2960,love
2961,neutral
2962,love
2963,happiness
2964,neutral
2965,neutral
2966,love
2967,love
2968,neutral
2969,love
2970,love
2971,worry
2972,love
2973,happiness
2974,happiness
2975,fun
2976,happiness
2977,worry
2978,happiness
2979,neutral
2980,happiness
2981,enthusiasm
2982,love
2983,neutral
2984,neutral
2985,neutral
2986,love
2987,love
2988,happiness
2989,love
2990,relief
2991,neutral
2992,neutral
2993,happiness
2994,happiness
2995,happiness
2996,surprise
2997,neutral
2998,neutral
2999,love
3000,surprise
3001,love
3002,love
3003,love
3004,love
3005,surprise
3006,fun
3007,love
3008,love
3009,surprise
3010,happiness
3011,hate
3012,worry
3013,relief
3014,worry
3015,love
3016,neutral
3017,worry
3018,neutral
3019,love
3020,relief
3021,relief
3022,neutral
3023,love
3024,love
3025,worry
3026,surprise
3027,love
3028,surprise
3029,relief
3030,worry
3031,neutral
3032,sadness
3033,love
3034,neutral
3035,happiness
3036,love
3037,happiness
3038,happiness
3039,neutral
3040,happiness
3041,neutral
3042,fun
3043,worry
3044,surprise
3045,neutral
3046,love
3047,sadness
3048,neutral
3049,relief
3050,neutral
3051,worry
3052,relief
3053,neutral
3054,neutral
3055,neutral
3056,neutral
3057,sadness
3058,neutral
3059,neutral
3060,worry
3061,neutral
3062,neutral
3063,happiness
3064,happiness
3065,happiness
3066,neutral
3067,neutral
3068,neutral
3069,neutral
3070,neutral
3071,happiness
3072,love
3073,hate
3074,happiness
3075,happiness
3076,fun
3077,worry
3078,worry
3079,love
3080,surprise
3081,happiness
3082,worry
3083,neutral
3084,happiness
3085,neutral
3086,happiness
3087,neutral
3088,love
3089,neutral
3090,happiness
3091,happiness
3092,worry
3093,neutral
3094,happiness
3095,happiness
3096,love
3097,fun
3098,surprise
3099,love
3100,happiness
3101,worry
3102,love
3103,happiness
3104,relief
3105,neutral
3106,neutral
3107,hate
3108,neutral
3109,neutral
3110,love
3111,love
3112,sadness
3113,happiness
3114,love
3115,worry
3116,neutral
3117,worry
3118,neutral
3119,neutral
3120,sadness
3121,happiness
3122,neutral
3123,neutral
3124,happiness
3125,surprise
3126,worry
3127,happiness
3128,happiness
3129,neutral
3130,neutral
3131,love
3132,happiness
3133,hate
3134,sadness
3135,love
3136,love
3137,happiness
3138,surprise
3139,worry
3140,fun
3141,happiness
3142,love
3143,empty
3144,love
3145,sadness
3146,worry
3147,neutral
3148,sadness
3149,neutral
3150,neutral
3151,love
3152,neutral
3153,fun
3154,worry
3155,love
3156,worry
3157,worry
3158,love
3159,love
3160,love
3161,neutral
3162,neutral
3163,happiness
3164,love
3165,love
3166,surprise
3167,happiness
3168,love
3169,love
3170,love
3171,worry
3172,neutral
3173,worry
3174,worry
3175,surprise
3176,neutral
3177,happiness
3178,happiness
3179,fun
3180,love
3181,sadness
3182,relief
3183,happiness
3184,happiness
3185,neutral
3186,love
3187,neutral
3188,neutral
3189,happiness
3190,neutral
3191,neutral
3192,happiness
3193,neutral
3194,worry
3195,worry
3196,love
3197,love
3198,surprise
3199,happiness
3200,love
3201,neutral
3202,love
3203,love
3204,neutral
3205,happiness
3206,happiness
3207,enthusiasm
3208,neutral
3209,love
3210,worry
3211,neutral
3212,neutral
3213,worry
3214,neutral
3215,happiness
3216,happiness
3217,neutral
3218,worry
3219,hate
3220,love
3221,neutral
3222,worry
3223,worry
3224,happiness
3225,happiness
3226,love
3227,happiness
3228,neutral
3229,worry
3230,happiness
3231,surprise
3232,happiness
3233,love
3234,happiness
3235,happiness
3236,neutral
3237,happiness
3238,surprise
3239,worry
3240,happiness
3241,neutral
3242,neutral
3243,love
3244,worry
3245,neutral
3246,happiness
3247,neutral
3248,happiness
3249,neutral
3250,neutral
3251,worry
3252,neutral
3253,neutral
3254,neutral
3255,neutral
3256,love
3257,neutral
3258,fun
3259,surprise
3260,love
3261,fun
3262,sadness
3263,happiness
3264,worry
3265,happiness
3266,neutral
3267,worry
3268,neutral
3269,worry
3270,love
3271,love
3272,love
3273,neutral
3274,neutral
3275,love
3276,happiness
3277,fun
3278,happiness
3279,happiness
3280,worry
3281,worry
3282,worry
3283,happiness
3284,neutral
3285,love
3286,happiness
3287,love
3288,neutral
3289,happiness
3290,neutral
3291,surprise
3292,love
3293,love
3294,neutral
3295,hate
3296,fun
3297,neutral
3298,worry
3299,worry
3300,sadness
3301,love
3302,love
3303,worry
3304,love
3305,worry
3306,relief
3307,neutral
3308,sadness
3309,love
3310,neutral
3311,sadness
3312,happiness
3313,love
3314,neutral
3315,fun
3316,enthusiasm
3317,love
3318,fun
3319,surprise
3320,happiness
3321,happiness
3322,happiness
3323,worry
3324,happiness
3325,worry
3326,neutral
3327,happiness
3328,love
3329,fun
3330,happiness
3331,worry
3332,worry
3333,love
3334,love
3335,neutral
3336,neutral
3337,happiness
3338,love
3339,happiness
3340,worry
3341,neutral
3342,happiness
3343,love
3344,worry
3345,worry
3346,love
3347,happiness
3348,love
3349,neutral
3350,neutral
3351,neutral
3352,worry
3353,fun
3354,happiness
3355,happiness
3356,neutral
3357,worry
3358,worry
3359,fun
3360,neutral
3361,surprise
3362,neutral
3363,happiness
3364,boredom
3365,fun
3366,neutral
3367,love
3368,neutral
3369,sadness
3370,fun
3371,neutral
3372,happiness
3373,neutral
3374,neutral
3375,neutral
3376,fun
3377,neutral
3378,happiness
3379,neutral
3380,sadness
3381,neutral
3382,happiness
3383,fun
3384,worry
3385,neutral
3386,worry
3387,happiness
3388,fun
3389,worry
3390,happiness
3391,neutral
3392,fun
3393,neutral
3394,neutral
3395,sadness
3396,fun
3397,neutral
3398,worry
3399,neutral
3400,love
3401,fun
3402,happiness
3403,neutral
3404,fun
3405,neutral
3406,fun
3407,neutral
3408,happiness
3409,fun
3410,neutral
3411,worry
3412,relief
3413,worry
3414,fun
3415,happiness
3416,happiness
3417,worry
3418,fun
3419,worry
3420,happiness
3421,happiness
3422,neutral
3423,happiness
3424,happiness
3425,neutral
3426,neutral
3427,neutral
3428,neutral
3429,neutral
3430,love
3431,fun
3432,love
3433,happiness
3434,neutral
3435,neutral
3436,love
3437,neutral
3438,fun
3439,fun
3440,worry
3441,worry
3442,happiness
3443,surprise
3444,neutral
3445,neutral
3446,fun
3447,happiness
3448,love
3449,surprise
3450,worry
3451,surprise
3452,neutral
3453,happiness
3454,neutral
3455,love
3456,neutral
3457,love
3458,happiness
3459,neutral
3460,worry
3461,neutral
3462,neutral
3463,love
3464,sadness
3465,neutral
3466,love
3467,happiness
3468,fun
3469,neutral
3470,neutral
3471,love
3472,neutral
3473,happiness
3474,happiness
3475,worry
3476,fun
3477,love
3478,worry
3479,worry
3480,neutral
3481,worry
3482,love
3483,happiness
3484,love
3485,worry
3486,love
3487,neutral
3488,sadness
3489,neutral
3490,love
3491,love
3492,sadness
3493,love
3494,worry
3495,happiness
3496,love
3497,happiness
3498,worry
3499,neutral
3500,sadness
3501,love
3502,fun
3503,neutral
3504,happiness
3505,happiness
3506,surprise
3507,love
3508,happiness
3509,love
3510,neutral
3511,surprise
3512,worry
3513,neutral
3514,surprise
3515,love
3516,happiness
3517,love
3518,love
3519,love
3520,love
3521,neutral
3522,love
3523,worry
3524,neutral
3525,neutral
3526,neutral
3527,happiness
3528,neutral
3529,happiness
3530,happiness
3531,neutral
3532,neutral
3533,neutral
3534,fun
3535,love
3536,neutral
3537,love
3538,happiness
3539,happiness
3540,happiness
3541,neutral
3542,surprise
3543,happiness
3544,happiness
3545,neutral
3546,neutral
3547,neutral
3548,love
3549,fun
3550,love
3551,neutral
3552,happiness
3553,neutral
3554,love
3555,worry
3556,worry
3557,love
3558,love
3559,worry
3560,surprise
3561,neutral
3562,sadness
3563,worry
3564,happiness
3565,love
3566,relief
3567,love
3568,worry
3569,neutral
3570,neutral
3571,love
3572,happiness
3573,neutral
3574,surprise
3575,neutral
3576,love
3577,love
3578,worry
3579,neutral
3580,love
3581,neutral
3582,love
3583,worry
3584,neutral
3585,worry
3586,relief
3587,surprise
3588,neutral
3589,love
3590,neutral
3591,happiness
3592,neutral
3593,worry
3594,love
3595,neutral
3596,surprise
3597,neutral
3598,happiness
3599,happiness
3600,worry
3601,neutral
3602,love
3603,happiness
3604,love
3605,neutral
3606,worry
3607,neutral
3608,happiness
3609,worry
3610,happiness
3611,happiness
3612,enthusiasm
3613,neutral
3614,neutral
3615,happiness
3616,neutral
3617,worry
3618,neutral
3619,love
3620,love
3621,love
3622,worry
3623,sadness
3624,love
3625,worry
3626,happiness
3627,happiness
3628,love
3629,surprise
3630,neutral
3631,love
3632,worry
3633,worry
3634,love
3635,love
3636,love
3637,relief
3638,worry
3639,love
3640,love
3641,neutral
3642,love
3643,sadness
3644,neutral
3645,happiness
3646,hate
3647,love
3648,love
3649,fun
3650,happiness
3651,neutral
3652,worry
3653,love
3654,neutral
3655,neutral
3656,neutral
3657,happiness
3658,happiness
3659,surprise
3660,worry
3661,love
3662,love
3663,hate
3664,neutral
3665,sadness
3666,happiness
3667,fun
3668,happiness
3669,hate
3670,neutral
3671,happiness
3672,neutral
3673,worry
3674,neutral
3675,happiness
3676,neutral
3677,neutral
3678,love
3679,love
3680,happiness
3681,neutral
3682,hate
3683,sadness
3684,love
3685,sadness
3686,neutral
3687,worry
3688,love
3689,worry
3690,surprise
3691,neutral
3692,happiness
3693,love
3694,neutral
3695,worry
3696,relief
3697,love
3698,neutral
3699,love
3700,sadness
3701,neutral
3702,neutral
3703,worry
3704,love
3705,neutral
3706,love
3707,hate
3708,neutral
3709,neutral
3710,neutral
3711,enthusiasm
3712,neutral
3713,neutral
3714,worry
3715,relief
3716,happiness
3717,happiness
3718,neutral
3719,love
3720,neutral
3721,neutral
3722,happiness
3723,happiness
3724,love
3725,relief
3726,happiness
3727,worry
3728,neutral
3729,neutral
3730,worry
3731,love
3732,neutral
3733,happiness
3734,enthusiasm
3735,love
3736,love
3737,fun
3738,love
3739,neutral
3740,happiness
3741,fun
3742,neutral
3743,relief
3744,fun
3745,neutral
3746,neutral
3747,love
3748,sadness
3749,worry
3750,happiness
3751,worry
3752,worry
3753,neutral
3754,worry
3755,happiness
3756,neutral
3757,worry
3758,love
3759,happiness
3760,worry
3761,happiness
3762,surprise
3763,fun
3764,love
3765,neutral
3766,worry
3767,happiness
3768,worry
3769,happiness
3770,worry
3771,love
3772,neutral
3773,fun
3774,worry
3775,neutral
3776,happiness
3777,love
3778,love
3779,happiness
3780,happiness
3781,love
3782,happiness
3783,neutral
3784,worry
3785,happiness
3786,happiness
3787,love
3788,happiness
3789,worry
3790,love
3791,happiness
3792,happiness
3793,love
3794,love
3795,love
3796,neutral
3797,worry
3798,happiness
3799,neutral
3800,happiness
3801,neutral
3802,neutral
3803,happiness
3804,hate
3805,neutral
3806,surprise
3807,neutral
3808,neutral
3809,happiness
3810,love
3811,relief
3812,relief
3813,worry
3814,neutral
3815,neutral
3816,neutral
3817,love
3818,happiness
3819,sadness
3820,happiness
3821,worry
3822,worry
3823,happiness
3824,neutral
3825,happiness
3826,neutral
3827,happiness
3828,worry
3829,neutral
3830,sadness
3831,worry
3832,relief
3833,love
3834,love
3835,love
3836,worry
3837,neutral
3838,neutral
3839,surprise
3840,love
3841,sadness
3842,love
3843,love
3844,sadness
3845,happiness
3846,fun
3847,neutral
3848,worry
3849,neutral
3850,fun
3851,neutral
3852,sadness
3853,love
3854,neutral
3855,love
3856,love
3857,sadness
3858,surprise
3859,worry
3860,relief
3861,surprise
3862,happiness
3863,happiness
3864,surprise
3865,happiness
3866,worry
3867,happiness
3868,love
3869,love
3870,love
3871,love
3872,love
3873,fun
3874,love
3875,happiness
3876,love
3877,happiness
3878,happiness
3879,surprise
3880,love
3881,hate
3882,sadness
3883,worry
3884,worry
3885,sadness
3886,love
3887,happiness
3888,hate
3889,worry
3890,worry
3891,neutral
3892,neutral
3893,worry
3894,love
3895,neutral
3896,neutral
3897,happiness
3898,worry
3899,love
3900,neutral
3901,happiness
3902,love
3903,neutral
3904,happiness
3905,relief
3906,neutral
3907,love
3908,happiness
3909,sadness
3910,worry
3911,neutral
3912,fun
3913,neutral
3914,worry
3915,worry
3916,relief
3917,worry
3918,neutral
3919,worry
3920,happiness
3921,neutral
3922,worry
3923,neutral
3924,worry
3925,happiness
3926,fun
3927,fun
3928,neutral
3929,neutral
3930,worry
3931,love
3932,happiness
3933,neutral
3934,neutral
3935,fun
3936,surprise
3937,happiness
3938,surprise
3939,love
3940,worry
3941,love
3942,surprise
3943,happiness
3944,happiness
3945,worry
3946,fun
3947,worry
3948,happiness
3949,love
3950,sadness
3951,neutral
3952,worry
3953,happiness
3954,happiness
3955,neutral
3956,happiness
3957,happiness
3958,love
3959,love
3960,neutral
3961,happiness
3962,love
3963,happiness
3964,worry
3965,sadness
3966,neutral
3967,worry
3968,sadness
3969,neutral
3970,sadness
3971,surprise
3972,worry
3973,love
3974,neutral
3975,fun
3976,fun
3977,fun
3978,neutral
3979,neutral
3980,relief
3981,neutral
3982,neutral
3983,happiness
3984,neutral
3985,neutral
3986,neutral
3987,worry
3988,happiness
3989,love
3990,love
3991,love
3992,happiness
3993,love
3994,happiness
3995,worry
3996,love
3997,worry
3998,neutral
3999,happiness
4000,neutral
4001,neutral
4002,neutral
4003,neutral
4004,neutral
4005,love
4006,worry
4007,love
4008,neutral
4009,worry
4010,love
4011,happiness
4012,neutral
4013,happiness
4014,neutral
4015,neutral
4016,neutral
4017,love
4018,worry
4019,love
4020,sadness
4021,happiness
4022,love
4023,love
4024,fun
4025,hate
4026,happiness
4027,happiness
4028,love
4029,neutral
4030,love
4031,relief
4032,love
4033,love
4034,love
4035,fun
4036,fun
4037,worry
4038,neutral
4039,worry
4040,neutral
4041,sadness
4042,neutral
4043,neutral
4044,neutral
4045,love
4046,worry
4047,neutral
4048,love
4049,neutral
4050,happiness
4051,fun
4052,worry
4053,neutral
4054,sadness
4055,happiness
4056,neutral
4057,love
4058,love
4059,surprise
4060,love
4061,happiness
4062,love
4063,surprise
4064,happiness
4065,sadness
4066,love
4067,neutral
4068,happiness
4069,neutral
4070,sadness
4071,love
4072,happiness
4073,neutral
4074,neutral
4075,happiness
4076,sadness
4077,happiness
4078,happiness
4079,surprise
4080,neutral
4081,happiness
4082,neutral
4083,love
4084,neutral
4085,love
4086,neutral
4087,fun
4088,neutral
4089,neutral
4090,sadness
4091,hate
4092,neutral
4093,love
4094,happiness
4095,neutral
4096,happiness
4097,worry
4098,fun
4099,sadness
4100,happiness
4101,neutral
4102,neutral
4103,love
4104,love
4105,happiness
4106,neutral
4107,neutral
4108,worry
4109,worry
4110,neutral
4111,love
4112,happiness
4113,neutral
4114,love
4115,love
4116,neutral
4117,worry
4118,neutral
4119,hate
4120,neutral
4121,happiness
4122,fun
4123,happiness
4124,neutral
4125,neutral
4126,love
4127,sadness
4128,happiness
4129,worry
4130,neutral
4131,happiness
4132,neutral
4133,happiness
4134,worry
4135,happiness
4136,happiness
4137,surprise
4138,neutral
4139,neutral
4140,love
4141,neutral
4142,neutral
4143,hate
4144,neutral
4145,love
4146,neutral
4147,worry
4148,worry
4149,neutral
4150,love
4151,love
4152,worry
4153,neutral
4154,happiness
4155,love
4156,enthusiasm
4157,happiness
4158,happiness
4159,neutral
4160,love
4161,love
4162,happiness
4163,neutral
4164,happiness
4165,love
4166,worry
4167,happiness
4168,neutral
4169,worry
4170,sadness
4171,sadness
4172,worry
4173,worry
4174,worry
4175,neutral
4176,hate
4177,happiness
4178,fun
4179,love
4180,neutral
4181,worry
4182,neutral
4183,happiness
4184,worry
4185,worry
4186,happiness
4187,neutral
4188,happiness
4189,neutral
4190,happiness
4191,surprise
4192,love
4193,sadness
4194,worry
4195,neutral
4196,happiness
4197,happiness
4198,happiness
4199,worry
4200,surprise
4201,neutral
4202,neutral
4203,love
4204,worry
4205,surprise
4206,worry
4207,neutral
4208,worry
4209,hate
4210,happiness
4211,neutral
4212,neutral
4213,happiness
4214,neutral
4215,love
4216,fun
4217,worry
4218,neutral
4219,happiness
4220,worry
4221,happiness
4222,worry
4223,neutral
4224,happiness
4225,worry
4226,neutral
4227,neutral
4228,neutral
4229,love
4230,neutral
4231,happiness
4232,fun
4233,worry
4234,love
4235,love
4236,fun
4237,neutral
4238,neutral
4239,neutral
4240,neutral
4241,surprise
4242,worry
4243,worry
4244,love
4245,neutral
4246,worry
4247,worry
4248,neutral
4249,happiness
4250,love
4251,neutral
4252,neutral
4253,love
4254,hate
4255,worry
4256,love
4257,happiness
4258,love
4259,love
4260,happiness
4261,happiness
4262,happiness
4263,neutral
4264,neutral
4265,neutral
4266,fun
4267,happiness
4268,neutral
4269,happiness
4270,sadness
4271,surprise
4272,worry
4273,worry
4274,neutral
4275,worry
4276,love
4277,happiness
4278,neutral
4279,neutral
4280,fun
4281,fun
4282,happiness
4283,surprise
4284,love
4285,hate
4286,love
4287,neutral
4288,love
4289,happiness
4290,sadness
4291,neutral
4292,surprise
4293,happiness
4294,love
4295,worry
4296,worry
4297,neutral
4298,love
4299,neutral
4300,love
4301,happiness
4302,surprise
4303,worry
4304,neutral
4305,worry
4306,happiness
4307,neutral
4308,neutral
4309,happiness
4310,love
4311,neutral
4312,love
4313,happiness
4314,love
4315,love
4316,love
4317,love
4318,happiness
4319,worry
4320,love
4321,neutral
4322,neutral
4323,happiness
4324,neutral
4325,happiness
4326,happiness
4327,fun
4328,worry
4329,happiness
4330,happiness
4331,love
4332,love
4333,happiness
4334,love
4335,neutral
4336,neutral
4337,happiness
4338,worry
4339,relief
4340,neutral
4341,worry
4342,sadness
4343,relief
4344,love
4345,neutral
4346,love
4347,neutral
4348,love
4349,relief
4350,sadness
4351,love
4352,relief
4353,happiness
4354,love
4355,love
4356,love
4357,fun
4358,neutral
4359,love
4360,surprise
4361,neutral
4362,relief
4363,neutral
4364,surprise
4365,worry
4366,sadness
4367,neutral
4368,love
4369,neutral
4370,neutral
4371,worry
4372,neutral
4373,happiness
4374,happiness
4375,neutral
4376,neutral
4377,worry
4378,neutral
4379,love
4380,happiness
4381,neutral
4382,worry
4383,neutral
4384,love
4385,worry
4386,worry
4387,worry
4388,love
4389,sadness
4390,love
4391,happiness
4392,love
4393,neutral
4394,worry
4395,love
4396,happiness
4397,worry
4398,happiness
4399,happiness
4400,neutral
4401,love
4402,neutral
4403,happiness
4404,neutral
4405,neutral
4406,worry
4407,relief
4408,love
4409,neutral
4410,happiness
4411,sadness
4412,neutral
4413,neutral
4414,neutral
4415,happiness
4416,neutral
4417,happiness
4418,happiness
4419,happiness
4420,love
4421,neutral
4422,love
4423,happiness
4424,happiness
4425,neutral
4426,neutral
4427,fun
4428,worry
4429,happiness
4430,love
4431,worry
4432,neutral
4433,love
4434,happiness
4435,happiness
4436,worry
4437,neutral
4438,fun
4439,neutral
4440,relief
4441,surprise
4442,love
4443,neutral
4444,worry
4445,love
4446,worry
4447,neutral
4448,happiness
4449,love
4450,love
4451,love
4452,love
4453,love
4454,neutral
4455,neutral
4456,worry
4457,happiness
4458,happiness
4459,fun
4460,fun
4461,love
4462,happiness
4463,love
4464,love
4465,relief
4466,neutral
4467,surprise
4468,fun
4469,worry
4470,happiness
4471,neutral
4472,happiness
4473,sadness
4474,neutral
4475,worry
4476,love
4477,love
4478,fun
4479,love
4480,love
4481,neutral
4482,neutral
4483,neutral
4484,happiness
4485,neutral
4486,fun
4487,relief
4488,worry
4489,fun
4490,fun
4491,fun
4492,happiness
4493,happiness
4494,hate
4495,love
4496,happiness
4497,happiness
4498,worry
4499,neutral
4500,surprise
4501,fun
4502,worry
4503,love
4504,neutral
4505,worry
4506,worry
4507,happiness
4508,neutral
4509,happiness
4510,happiness
4511,happiness
4512,worry
4513,happiness
4514,worry
4515,neutral
4516,happiness
4517,love
4518,happiness
4519,love
4520,happiness
4521,neutral
4522,happiness
4523,relief
4524,hate
4525,love
4526,happiness
4527,sadness
4528,worry
